,dG_mean,dG_stdev
0,0.17615999940223992,2.085866117048808
1,0.8928500044159591,2.2845272957675102
2,0.6897799976058304,2.198066823651134
3,0.30188000107742846,2.262338441409365
4,-0.3471700021158904,1.952902430213134
5,-0.38772999817505477,2.373129651014252
6,0.07587999911047519,2.0353104047755073
7,-2.4267299900576473,2.18753276425263
8,-0.030009995771571995,2.579392156557346
9,0.9524999994132668,1.9380503495952386
10,1.0564399974588305,2.439202966955637
11,0.827319999601692,1.9067149291938796
12,2.840849996391684,2.529769307695534
13,0.48952999866753816,2.1117044457911835
14,0.42391000732406975,2.0729130211240157
15,1.025279998637736,2.0279881923633
16,2.119260001173243,2.6162762969145024
17,1.2123600014392286,2.174221524991553
18,1.3958400018252433,2.403715774230261
19,-0.5044799885172397,3.2647677146885945
20,1.0740700029656292,2.101835754450922
21,-2.0774399887546897,2.1980658780430584
22,0.8704199993796646,1.9267177838057417
23,-0.18118999180570244,2.4692210260008958
24,-0.40802000374905767,2.0162113718898396
25,0.20189999672956765,2.025648882861276
26,1.5839600009433925,2.6067667526455813
27,1.3793399985712023,2.4440494622297115
28,0.9811999975703657,2.0264489500147773
29,1.1878599995709955,2.41119207770358
30,-0.47363000208325684,2.1047735604164455
31,0.9044399964660406,2.1936119684757225
32,0.991010000936687,2.078229168797637
33,1.7656500021070243,2.678995326811655
34,-1.1303200093377381,2.458776350617159
35,2.320399990418926,3.222705630904781
36,0.964550001077354,1.9967423493506609
37,0.8336199993751943,1.9353100782557338
38,2.490490002129227,2.9410099356236508
39,-0.06619999798759818,2.9124210150332543
40,0.6558799995183945,1.8587160161237601
41,0.9215299991294742,2.037878001991006
42,-2.34605002329126,2.2128140020884914
43,-0.42180999798886476,2.3329590290275193
44,2.977340000068769,2.9263082080420375
45,0.8081499987188727,2.1739797811128136
46,1.197340000923723,2.4650381583035563
47,1.1586600015349686,2.0847473719645175
48,0.2291600000280887,2.349401769108288
49,2.9633799962792544,2.8063354669209977
50,-0.3827400033082813,2.0339618745776447
51,1.4111600036546588,2.3617022829655143
52,1.246579998502508,2.301979428357661
53,0.7763399981223047,2.173495118120489
54,-0.2039200070425868,4.033238093685191
55,0.3810499955266714,2.7065099397393086
56,0.9114299990925938,1.9090354196784183
57,1.2121899977531283,2.4712620440661923
58,-0.11878999710083007,2.5984469574183393
59,2.9828799999430777,2.464280445185918
60,1.2328399945814164,2.6466796447971532
61,0.9548600019235164,1.9499264596815233
62,0.8481200000662357,1.9631687839612242
63,-0.002909998880699277,1.9808914299624982
64,2.542569999644533,2.8497832649953594
65,-0.3700399981923401,2.561209823718466
66,2.6874799982979893,2.841921045243418
67,1.1833200035504996,2.179074254038165
68,0.657499998068437,1.7895683103096878
69,2.2644300015810876,3.1587098392357325
70,1.196060001000762,2.4574580102704022
71,1.4713800031915307,2.3472339715301693
72,1.4251300012152641,2.4989648618354896
73,1.0351000033169986,2.1938233287594304
74,0.46464999894425274,2.23872608991314
75,0.8610800006259233,2.062566761858927
76,0.9076800004057586,1.9389839139745702
77,1.6584299986008555,2.355851273389686
78,2.930460001900792,2.8805234209673456
79,1.177209996091202,2.3743979661786083
80,2.452260005351156,2.8599462726069547
81,-0.2810199969001114,2.4454751556676744
82,1.5568499967139213,3.7010243435538754
83,1.455699996560812,2.1555078475131344
84,2.09791000437364,2.5831196119642077
85,2.6126200012397023,2.806462067514393
86,-0.10665002185478807,2.7095790891059335
87,1.9754400019478053,2.3348698061765694
88,2.6467600046712905,2.487633684679976
89,-0.792610001873225,1.9469401423704074
90,2.776769997984171,2.3161287222286613
91,0.838210001623258,2.226664601951135
92,0.5718699998110532,2.494484958890412
93,-0.19160000298172236,2.007759015197196
94,1.0579199954550713,2.3639838597583918
95,1.175119998877868,2.2536906160540107
96,0.9693600017447025,2.224888342589106
97,0.15037000177800655,2.2678005128928755
98,2.0912500037048014,3.1372303266127437
99,0.9598600012809038,2.0263539152293544
100,1.2168299957569688,2.6452424965672567
101,-0.7022399981617927,2.415428407232372
102,2.602030000489205,2.683602017401967
103,0.0009000035729259253,2.075574375124328
104,1.419929980961606,3.5051326754423893
105,-0.37320001095719635,2.9600636973277337
106,2.3581900003906338,2.9433023044387796
107,-0.14484001387655734,2.9810905595716406
108,0.10479999453574419,2.4976418055139282
109,0.06883999938331545,2.047439291806869
110,2.7748299979716537,2.694191033499146
111,1.8189199994206429,2.305607037542381
112,0.8114300010316073,1.9554265113473406
113,0.34941000244021414,2.249900783814641
114,-0.39949999924004076,2.4521881924692175
115,1.235510004784912,3.3363271346491903
116,2.4121100008897485,2.833905090752691
117,-0.5059200111962855,2.536671963384779
118,2.9603000008277593,2.855381429577018
119,-1.6287800118159503,2.0670280539978574
120,-1.414890000090003,2.177716602285224
121,0.1731799989491701,2.432820155736236
122,1.5665000021010638,2.1641625089509295
123,1.8143600008729845,2.531385739429161
124,1.9296599983666092,2.2909243287948646
125,1.2429199981298298,2.3540161525270786
126,0.4640900046695024,4.12148604143774
127,-2.052579996496439,2.2899289328740666
128,0.6456299992837011,2.2715160537348833
129,-0.5339399894494563,3.1558958753677766
130,-0.021309995602816344,2.1382845395290886
131,2.6951999997217206,2.3338718417404913
132,1.682339999333024,2.666426733691022
133,-0.3840100058466196,4.062452975230506
134,1.237900001199916,2.0687272836412163
135,1.0276000041626394,2.3721964592001576
136,0.406609994860366,2.6261374410202634
137,-0.20898002168536187,2.7512486410797994
138,2.2710700015891345,2.371858836370917
139,-0.5108200034312904,1.968679391072722
140,1.137760002585128,2.140414540362107
141,-1.2412400090917945,2.2023814244269566
142,1.2860200000815094,2.3774617504019244
143,1.197770001726225,2.391162967324194
144,-0.9908000097759068,2.563849997197538
145,0.46633999843709173,2.447154144675732
146,1.8286700013969093,3.1637821206765286
