,dG_mean,dG_stdev
0,0.9543699935115874,1.6633526908884164
1,0.9958199955783784,1.6749365066635034
2,0.9869099921043962,1.7322490312152776
3,1.0660699948891996,1.7081220167755913
4,0.9615599936377257,1.6172693404724896
5,1.0098999938163906,1.6776082241521624
6,1.0542499937731773,1.708429631484445
7,1.0458299926966428,1.6744252378254705
8,0.9868499937057496,1.6517962766703922
9,1.0457099946327508,1.6629042842835802
10,1.0078799954745918,1.7014807938421894
11,0.9500399929042905,1.6359770048882072
12,1.0536599941924214,1.7490977630951414
13,1.1388099948074668,1.7429923888949672
14,1.001409998703748,1.6881848572382616
15,1.0924099923074246,1.658140240158137
16,0.9458999954015016,1.6701733953923312
17,1.016429995853454,1.6985923994500716
18,0.9511999926585704,1.723199623120202
19,1.015459996426478,1.7128323265085024
20,1.0312399959377945,1.6620500707573713
21,1.060489994313568,1.6500440069900844
22,0.9404599955882877,1.6484484128614243
23,1.0202499960940332,1.711616965908915
24,1.0146699940655381,1.6317934461309558
25,1.0595299956128001,1.6930964099464754
26,1.1015999927353113,1.660733091284385
27,0.9771999966334551,1.6214663546014672
28,0.997379993852228,1.6917160820715107
29,1.0713199939541518,1.6802594526997665
30,1.0640699946917593,1.666540279169508
31,1.0832099938225002,1.6622061722535204
32,1.053319994384423,1.6615260301720396
33,1.041309993892908,1.6678091471547176
34,1.0439699927940964,1.7533081045834316
35,1.1498099931124597,1.7275389517308055
36,1.0455899958442896,1.6214926552912883
37,0.9591599934361875,1.6327510104026106
38,1.0338699918240308,1.6988266762010285
39,0.9717799944411963,1.6149985165353966
40,0.9896499908417463,1.6932496973936655
41,0.9648799931816757,1.6381697562158986
42,1.1179499932080508,1.7173483811991774
43,1.0399499957188965,1.6187842594306858
44,1.0257899929527192,1.676064958030052
45,1.0001399949323386,1.6620093720672033
46,1.0387699959296732,1.6677166362869233
47,1.0546599910371006,1.7294113553576786
48,1.0507499948758632,1.6130736836116482
49,1.001949997132644,1.6173092717891702
50,1.010849990343675,1.6766030316546963
51,1.0273699955735356,1.6653227791993699
52,1.044299993896857,1.7243139732729227
53,0.992809992780909,1.706130232014272
54,1.0596599911153317,1.6693562954757253
55,1.0704399961326272,1.6923935086991706
56,1.0437699914611875,1.7088261055741167
57,1.0355199964400381,1.6526777393294592
58,1.0507999930493535,1.7199957328138467
59,1.0735199972074478,1.6769190797210087
60,1.1050299929082394,1.639430808849026
61,0.9713799933940173,1.665239942188645
62,0.9531199919935316,1.6910871098236302
63,1.04201999639906,1.6788105607328505
64,1.0648299937602133,1.7076737234487536
65,0.965409994898364,1.6631019188590812
66,1.0203499936833977,1.7124132521672542
67,1.0130099930576981,1.706897070067074
68,1.0404499927889557,1.682535314347527
